Unnamed: 0,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,review_year,review_month,availability_category
5934,29331695,2 Bed Rooms with City & River View at Ideo Charan,220963235,Weera,Bangkok Noi,13.76167,100.47158,Entire home/apt,875,30,7,2022-07-22,0.15,1,286,3,2022.0,7,Very High (271-365 days)
5935,29121430,月租|50%网红抖音/IG/FB五星级全景落地窗日出日落大一房BTS NANA/康明医院/Asoke,131270916,Magic,Vadhana,13.74424,100.55757,Entire home/apt,1980,7,38,2022-12-11,0.75,33,288,3,2022.0,12,Very High (271-365 days)
5942,29358088,☆2 BD w/ 3 toilet☆ upto 6 ppl (5m walk to BTS),216709072,Nimit,Vadhana,13.73437,100.568,Hotel room,4292,1,69,2022-12-09,1.35,5,351,16,2022.0,12,Very High (271-365 days)
5943,29358509,☆1 BD w/ 2 toilet☆ upto 4 ppl (5m walk to BTS),216709072,Nimit,Vadhana,13.73437,100.568,Hotel room,2821,1,59,2022-12-11,1.16,5,358,13,2022.0,12,Very High (271-365 days)
5944,29370250,30% OFF/ 6 BD+6.5 Bath/ Daily Cleaning,6906718,Anne Araya,Phra Khanong,13.69832,100.60662,Entire home/apt,5523,1,4,2022-08-01,0.08,25,320,2,2022.0,8,Very High (271-365 days)
5945,29371193,曼谷市中心地铁汇狂站5分钟 曼谷最大火车夜市 代购按摩街 汇狂夜市 建兴酒家 华人必住民宿30,105689479,Taosiam,Huai Khwang,13.77933,100.57721,Private room,680,1,49,2022-11-03,0.97,34,102,3,2022.0,11,Moderat (91-180 days)
5947,28856338,Bright & Colorful 6 Beds Townhouse @ BTS ONNUT,24147370,Anupong,Khlong Toei,13.70682,100.59413,Entire home/apt,5714,2,122,2022-12-15,2.36,5,149,46,2022.0,12,Moderat (91-180 days)
5949,28870147,湄南河夜景WiFi两房两卫泳池 健身房高层公寓  近摩天轮 暹罗 大皇宫,205008955,Moon,Bang Kho laen,13.70169,100.51605,Entire home/apt,1400,28,52,2022-09-03,1.04,20,234,1,2022.0,9,High (181-270 days)
5955,29145704,♠♠Lumpini Park + MRT + BKK fun at Your Doorstep♠♠,1927968,Evan,Sathon,13.72084,100.54725,Entire home/apt,836,1,121,2022-11-12,2.36,37,352,24,2022.0,11,Very High (271-365 days)
5956,29145988,Lux 1BR+ near Terminal 21 walk to Airport Link/MRT,219622247,Cathy,Huai Khwang,13.74921,100.56541,Entire home/apt,1300,30,16,2022-08-15,0.32,1,214,4,2022.0,8,High (181-270 days)
5961,28884852,Live like a local in Ekkamai- 150 meters to BTS,48919604,Nari,Vadhana,13.71907,100.58675,Private room,950,2,8,2022-08-07,0.16,2,263,3,2022.0,8,High (181-270 days)
5963,28893987,步行可达EK，碧亚威试管医院，全新高品质一室一厅 822812A,119203329,Leona,Huai Khwang,13.7538,100.57637,Entire home/apt,900,30,51,2022-12-03,0.99,20,65,3,2022.0,12,Low (0-90 days)
5965,29151358,Ratchathewi/ Siam Paragon/Price Reduced,117992287,SABAI Guests,Ratchathewi,13.75083,100.5387,Entire home/apt,1315,30,92,2022-11-10,1.81,6,89,7,2022.0,11,Low (0-90 days)
5970,29168466,Box 42 sukhumvit Soi8 Baan Sawasdee Sukhumvit Soi8,163517448,Renu,Khlong Toei,13.7393,100.55505,Hotel room,1300,1,16,2022-12-13,0.4,2,357,11,2022.0,12,Very High (271-365 days)
5977,29174656,"A1.7 New Room+WIFI at Pratunam,Platinum,CTW,BigC",219834607,Dan,Ratchathewi,13.75545,100.53748,Entire home/apt,1500,2,49,2022-11-29,0.98,1,258,2,2022.0,11,High (181-270 days)
5979,29379952,New Pool View Condo by MRT HuayKwang,184339795,Atikun,Din Daeng,13.78408,100.57271,Entire home/apt,800,18,19,2022-12-15,0.38,4,138,7,2022.0,12,Moderat (91-180 days)
5980,29175419,Private 2Bed/2Bath Apartment in the middle of city,127467502,Johnathan,Khlong Toei,13.72673,100.56274,Entire home/apt,1400,5,56,2022-04-23,1.13,4,332,4,2022.0,4,Very High (271-365 days)
5984,29192054,2Br Presidential Suite Courtyard near Tonglor BTS,219983414,Matta,Khlong Toei,13.72256,100.5747,Entire home/apt,9214,1,17,2022-12-06,0.49,7,315,15,2022.0,12,Very High (271-365 days)
5992,29208957,"1. SELF CHECK-IN, City Center, Skytrain & Subway",220055398,Neerita (Palm),Khlong Toei,13.731129932843352,100.56496616990064,Private room,649,7,20,2022-11-30,0.42,8,301,5,2022.0,11,Very High (271-365 days)
5996,28926057,❤️WOW❤️Homey Room 5 Min walk MRT-Wifi-Washing mac,218032956,Heart,Din Daeng,13.78666,100.5728,Entire home/apt,1699,1,15,2022-11-20,0.33,8,90,8,2022.0,11,Low (0-90 days)
5999,29391104,Free service pickup รับ-ส่งฟรี@ DMK Airport,221416311,Chanlika,Don Mueang,13.92636,100.5858,Private room,650,1,62,2022-12-11,1.25,4,361,4,2022.0,12,Very High (271-365 days)
6001,29396594,Room #4: 2 bed / 2 bath (private bathrooms),221268282,Levi,Khlong Toei,13.72168,100.58126,Private room,899,2,30,2022-10-12,0.6,5,357,3,2022.0,10,Very High (271-365 days)
6003,29219172,Luxurious & Romantic in the Heart of BKK#L MRT/BTS,15699117,Pk,Vadhana,13.73733,100.56111,Entire home/apt,2966,1,102,2022-12-21,2.01,8,113,24,2022.0,12,Moderat (91-180 days)
6007,29222072,4A · Sunny & Spacious Deluxe Studio  - 4A,214201312,Frank,Sathon,13.7129,100.51442,Entire home/apt,773,2,52,2022-11-13,1.07,6,146,25,2022.0,11,Moderat (91-180 days)
6008,29222102,5A · Spacious Deluxe Studio - 5A,214201312,Frank,Sathon,13.7129,100.51442,Entire home/apt,767,2,65,2022-11-30,1.3,6,149,22,2022.0,11,Moderat (91-180 days)
6009,29222188,5E  · Bright & Cozy Micro Studio - 5E,214201312,Frank,Sathon,13.7129,100.51442,Entire home/apt,590,2,41,2022-12-14,0.84,6,216,2,2022.0,12,High (181-270 days)
6010,29224879,COZY STYLE JUNIOR STUDIO/ WIFI/BIG POOL / MRT/MALL,79624768,Eva,Huai Khwang,13.75391,100.57397,Entire home/apt,1107,2,34,2022-11-07,0.67,44,84,9,2022.0,11,Low (0-90 days)
6015,29397789,Premium RiverviewSuiteF5+Netflix+50mbps+55”SmartTV,2940438,Kinifrog,Rat Burana,13.68849,100.49117,Entire home/apt,1157,28,23,2022-12-15,0.47,19,331,7,2022.0,12,Very High (271-365 days)
6017,29401961,Room #5A: 2 single bed,221268282,Levi,Khlong Toei,13.72109,100.57944,Private room,499,2,30,2022-05-14,0.59,5,351,1,2022.0,5,Very High (271-365 days)
6018,29403716,曼谷市中心高档住宅2房2厅，可住4-6人（86平方/24）近地铁近商圈，购物出行便利！,221495272,Anan,Ratchathewi,13.75486,100.53324,Entire home/apt,2200,5,65,2022-12-22,1.28,4,344,2,2022.0,12,Very High (271-365 days)
6020,29242403,Spacious Deluxe Stuido,214201312,Frank,Sathon,13.71284,100.51443,Entire home/apt,767,2,72,2022-11-28,1.45,6,339,22,2022.0,11,Very High (271-365 days)
6022,29615446,Mam's House Khaosan,222545058,Apinya,Phra Nakhon,13.76311,100.49853,Private room,785,1,48,2022-12-05,0.96,1,355,30,2022.0,12,Very High (271-365 days)
6023,29615864,"Platinum apt. M Floor Large room, Pratunam area",28443643,Yoshi,Ratchathewi,13.75133,100.53905,Entire home/apt,2950,1,5,2022-10-25,0.1,12,132,1,2022.0,10,Moderat (91-180 days)
6024,29406230,曼谷市中心高档住宅2房2厅可住4人（110平方/29）近地铁，近商圈，购物出行便利！,221495272,Anan,Ratchathewi,13.74889,100.54814,Entire home/apt,2500,5,9,2022-12-03,0.18,4,59,1,2022.0,12,Low (0-90 days)
6025,29406883,"HPZP_130_Luxury, 5 min to BTS Nana, 500/500 mbWifi",35082871,Ed,Vadhana,13.7434,100.55744,Entire home/apt,1801,2,114,2022-12-14,2.27,33,287,7,2022.0,12,Very High (271-365 days)
6030,29249391,⑧爱马仕网红ins抖音打卡看湄南河夜景高17楼ICONSIAM购物中心BTS2min无边泳池健身房,131270916,Magic,Thon buri,13.72136,100.49274,Entire home/apt,1300,20,49,2022-10-09,0.99,33,309,4,2022.0,10,Very High (271-365 days)
6031,29249524,HappyZleepy30_2mins to Nana BTS/wifi speed 500 Mbs,35082871,Ed,Vadhana,13.74412,100.55624,Entire home/apt,1526,1,37,2022-12-23,0.73,33,336,24,2022.0,12,Very High (271-365 days)
6032,29429551,New in BKK- Entire place for BUDGET traveler,33098670,Paw,Ratchathewi,13.76076,100.53936,Entire home/apt,960,1,102,2022-12-28,2.01,4,319,21,2022.0,12,Very High (271-365 days)
6035,29440458,"No. 88, 1 bedroom, 160 m. from BTS Surasak",21191904,Pu,Bang Rak,13.71947,100.51968,Entire home/apt,1500,30,12,2022-11-21,0.26,2,199,4,2022.0,11,High (181-270 days)
6038,29616114,"Platinum apt. 1st Floor Large room, Pratunam area",28443643,Yoshi,Ratchathewi,13.75089,100.53906,Entire home/apt,2697,1,10,2022-12-04,0.2,12,148,5,2022.0,12,Moderat (91-180 days)
6039,29616264,"Platinum apt. 2nd Floor Large room, Pratunam area",28443643,Yoshi,Parthum Wan,13.74923,100.53706,Entire home/apt,2606,1,4,2022-12-06,0.09,12,148,2,2022.0,12,Moderat (91-180 days)
6040,29616363,"Platinum apt. 3rd Floor XL room, Pratunam area",28443643,Yoshi,Ratchathewi,13.75132,100.53893,Entire home/apt,3474,1,31,2022-12-19,0.63,12,108,8,2022.0,12,Moderat (91-180 days)
6041,29616411,[AnotherHaus] Mr.Black - BKK airport- HuaMak sta.,52398651,Pai,Suanluang,13.73216,100.64815,Hotel room,990,1,24,2022-12-06,0.48,6,348,4,2022.0,12,Very High (271-365 days)
6042,29616652,"Platinum apt. 4th Floor Large room, Pratunam area",28443643,Yoshi,Ratchathewi,13.7511,100.53707,Entire home/apt,2423,1,12,2022-12-21,0.24,12,149,5,2022.0,12,Moderat (91-180 days)
6044,29616913,"Platinum apt. 2 Floor Studio room, Pratunam area",28443643,Yoshi,Ratchathewi,13.75108,100.5376,Entire home/apt,1189,1,4,2022-12-21,0.08,12,158,1,2022.0,12,Moderat (91-180 days)
6046,29254709,Ki's Pool/0m BTS Ratchayothin stn/WIFI/Netflix/Gym,176653289,Land,Chatu Chak,13.83117,100.57143,Entire home/apt,640,31,7,2022-06-24,0.19,1,209,3,2022.0,6,High (181-270 days)
6047,29468057,Reopen HLP Cozy Apt. near China town(No sharing),221960511,P And Y,Pom Prap Sattru Phai,13.74424,100.51488,Entire home/apt,1043,1,49,2022-11-29,0.96,1,344,2,2022.0,11,Very High (271-365 days)
6048,29264106,Midtown Bangkok Silom♥Mrt Bts Speed Fiber♥曼谷中心,48832264,Maki,Bang Rak,13.72864,100.52745,Entire home/apt,2014,1,73,2022-12-21,1.45,1,352,6,2022.0,12,Very High (271-365 days)
6049,29469480,Modern Room Suite 2/ 3mins from BTS,172097916,Duke,Vadhana,13.72928,100.57245,Hotel room,1400,28,16,2022-02-23,0.32,3,0,1,2022.0,2,
6051,29272309,1 曼谷 摩天轮河滨夜市 大皇宫 暹罗 唐人街 四面佛 豪华公寓,205008955,Moon,Bang Kho laen,13.70049,100.51481,Entire home/apt,971,28,11,2022-12-14,0.3,20,310,6,2022.0,12,Very High (271-365 days)
6056,29482817,"Private Cozy room near MRT, wifi/Netflix/pool/gym",39487575,Saifon,Bang Sue,13.81818,100.52939,Entire home/apt,800,5,35,2022-12-24,0.69,2,305,6,2022.0,12,Very High (271-365 days)
6062,29504855,★Hyde Sukhumvit 11★Stunning View★BTS NANA,62257044,Ludoping,Vadhana,13.74474,100.55741,Entire home/apt,1854,5,48,2022-12-03,0.95,56,158,15,2022.0,12,Moderat (91-180 days)
6066,29640029,Apartment45 Hostel (Bed in 4 Beds Mixed Dorm),210398751,Kanin,Sathon,13.72024,100.54743,Shared room,400,1,22,2022-11-24,0.45,6,170,8,2022.0,11,Moderat (91-180 days)
6068,29659566,"Comfortable Room for 2-3 person, 1 step to MRT",21970931,Nui,Bang Sue,13.81889,100.53213,Entire home/apt,740,5,54,2022-11-22,1.09,22,131,21,2022.0,11,Moderat (91-180 days)
6073,29506543,"Modern 1BR in heart of BKK, private lift, 5min BTS",50050657,Wipa,Parthum Wan,13.74947,100.54068,Entire home/apt,1650,90,61,2022-10-06,1.2,7,81,3,2022.0,10,Low (0-90 days)
6074,29507653,★Hyde Sukhumvit 11★Splendid View★ BTS NANA★,62257044,Ludoping,Vadhana,13.7419,100.5574,Entire home/apt,1870,5,42,2022-12-01,0.83,56,176,15,2022.0,12,Moderat (91-180 days)
6075,29508144,★Hyde Sukhumvit 11★Glamorous Design★BTS NANA★,62257044,Ludoping,Vadhana,13.74237,100.55737,Entire home/apt,1854,5,40,2022-11-22,0.82,56,153,22,2022.0,11,Moderat (91-180 days)
6076,29509194,★Hyde Sukhumvit 11★Charming Design★ BTS NANA,62257044,Ludoping,Vadhana,13.74159,100.55607,Entire home/apt,1760,5,52,2022-12-01,1.04,56,151,16,2022.0,12,Moderat (91-180 days)
6077,29509883,"Baan Nornlen Residence, One Bedroom Suites @ 101",7825375,Sutasinee,Sathon,13.71915,100.52948,Entire home/apt,1800,2,17,2022-11-21,0.35,9,164,3,2022.0,11,Moderat (91-180 days)
6079,29520933,CuteCocoon4—B&B in the Lively Heart of Bangkok,29821030,Diow,Khlong Toei,13.73474,100.56274,Entire home/apt,3117,1,152,2022-12-22,2.99,5,124,55,2022.0,12,Moderat (91-180 days)
6082,29525710,"Large Sathorn Room, Private Bathroom",142735105,Pawarit,Sathon,13.71857,100.53905,Private room,800,2,9,2022-12-11,0.18,12,87,2,2022.0,12,Low (0-90 days)
6086,29918156,♡Only one 4 me is you & you 4 me♡So happy together,1927968,Evan,Bang Na,13.6601,100.60642,Entire home/apt,1350,1,49,2022-12-04,0.97,37,360,9,2022.0,12,Very High (271-365 days)
6090,29679524,"King size bed with private bathroom, Old town BKK",32101291,Punyada,Phra Nakhon,13.75316,100.50407,Private room,913,1,16,2022-03-06,0.32,4,53,8,2022.0,3,Low (0-90 days)
6092,29932426,"In The Heart Of Sukhumvit Next To Mall, MRT & BTS",32745287,Kat,Vadhana,13.73905,100.55816,Entire home/apt,1888,30,56,2022-10-30,1.12,1,44,2,2022.0,10,Low (0-90 days)
6093,29534164,Great​ Location​/ Lovely House/Close​ BTS​ Ekamai/,214077807,Yuki,Vadhana,13.71871,100.58914,Entire home/apt,1100,1,63,2022-12-07,1.27,1,330,19,2022.0,12,Very High (271-365 days)
6097,29940051,Q house Condo Sathorn,183455982,Chadasa,Khlong San,13.72228,100.50252,Private room,1100,4,4,2022-09-03,0.08,2,70,3,2022.0,9,Low (0-90 days)
6100,29537263,Beautiful Super Modern Gigantic Designer  Home,5711286,Susan,Vadhana,13.71371,100.59715,Entire home/apt,9800,2,62,2022-12-17,1.23,4,296,21,2022.0,12,Very High (271-365 days)
6104,29550673,HOME175 at BTS/2BR/King bed/near ICONSIAM 中文,17509085,Nuchy,Khlong San,13.72232,100.497,Entire home/apt,1690,3,121,2022-12-17,2.41,3,119,25,2022.0,12,Moderat (91-180 days)
6106,29693325,1 Br Urban Style Kaset–Nawamin [bonni],111080848,Marie,Lat Phrao,13.82502,100.62827,Entire home/apt,365,25,11,2022-09-29,0.22,1,51,3,2022.0,9,Low (0-90 days)
6107,29693353,Authentic Thai House in the Heart of Thonglor,223456263,Anittha,Vadhana,13.73229,100.58184,Entire home/apt,6000,3,61,2022-11-13,1.27,1,332,18,2022.0,11,Very High (271-365 days)
6111,29695813,2BD ABSOLUTE RiverFront 112sqm Luxury Condo HiRise,212192351,Govin,Rat Burana,13.68882,100.49246,Entire home/apt,2500,30,9,2022-08-08,0.18,1,177,1,2022.0,8,Moderat (91-180 days)
6117,29950086,"Best Deal Studio Near Jatujak market, MRT&BTS,7-11",225080489,Thanatcha,Chatu Chak,13.79888,100.55638,Entire home/apt,950,28,71,2022-12-03,1.42,2,66,5,2022.0,12,Low (0-90 days)
6121,29700790,Home in Vintage Thai Restaurant / #3 JOY,64766569,Maria,Vadhana,13.74011,100.56567,Private room,990,2,7,2022-11-22,0.15,8,166,1,2022.0,11,Moderat (91-180 days)
6123,29702183,"Cozy, private room near BTS Sukhumvit Line!",44473290,Phattranit,Phra Khanong,13.68602,100.60898,Entire home/apt,729,2,12,2022-11-06,0.25,1,279,4,2022.0,11,Very High (271-365 days)
6124,29703407,"Baan Nornlen Residence, No.302  Deluxe studio",7825375,Sutasinee,Sathon,13.71739,100.53076,Private room,1131,1,11,2022-08-16,0.22,9,178,1,2022.0,8,Moderat (91-180 days)
6126,29571358,CuteCocoon3-Asok BTS MRT 250m /Apt 2Bed 1Bath,29821030,Diow,Khlong Toei,13.73474,100.56274,Entire home/apt,2379,1,140,2022-12-21,2.79,5,167,39,2022.0,12,Moderat (91-180 days)
6127,29571989,Newly renovated! Deluxe King Room In Ladphrao,219977563,Alisa,Wang Thong Lang,13.78356,100.61361,Private room,830,1,3,2022-09-23,0.06,3,89,1,2022.0,9,Low (0-90 days)
6129,29952176,#201: Private balcony room on 2nd fl. (with cats!),24613799,Mooncome Homestay,Phaya Thai,13.77643,100.54493,Private room,1228,1,29,2022-12-26,0.59,5,157,4,2022.0,12,Moderat (91-180 days)
6130,29584877,IDEO 02 condo,61178568,Mark,Bang Na,13.67262,100.60371,Entire home/apt,525,28,13,2022-08-29,0.26,1,305,5,2022.0,8,Very High (271-365 days)
6131,29595651,1BR 60 sqm ( 2C),23290999,Chanya,Vadhana,13.7344,100.57184,Entire home/apt,1221,2,39,2022-11-30,0.77,7,77,15,2022.0,11,Low (0-90 days)
6133,29952257,#202: Private Room near Ari (with cats!),24613799,Mooncome Homestay,Phaya Thai,13.77655,100.54692,Private room,1140,1,26,2022-12-11,0.54,5,78,7,2022.0,12,Low (0-90 days)
6136,29953945,"Free Airport pick-up, 1BR  4mins from BTS Ekkamai",144766230,Tipsuda,Khlong Toei,13.71719,100.58498,Private room,1259,2,32,2022-12-04,0.65,4,266,8,2022.0,12,High (181-270 days)
6138,29959100,#30% OFF Bangkok City Home King size bed BTS WiFi,19266319,Alex,Phra Khanong,13.69755,100.60636,Entire home/apt,649,14,60,2022-10-11,1.2,36,75,6,2022.0,10,Low (0-90 days)
6139,29716227,5 mins frm Phloen Chit BTS Private room for 2 ppl,172263219,Nuttamon,Parthum Wan,13.74366,100.55002,Private room,750,1,12,2022-12-06,0.24,2,324,2,2022.0,12,Very High (271-365 days)
6145,29729199,BTS Asok-Home in Vintage Thai Restaurant / PEACE,64766569,Maria,Vadhana,13.74011,100.56567,Private room,990,2,9,2022-11-29,0.19,8,89,1,2022.0,11,Low (0-90 days)
6147,29741981,*Sales 30 days* 29F amazing city view 1BR,18699637,Wilson,Ratchathewi,13.74968,100.55726,Entire home/apt,1657,30,17,2022-07-28,0.35,29,143,3,2022.0,7,Moderat (91-180 days)
6148,29743029,"Neveu:The Boutique, 5 bedrooms Apt@MRT Sutthisan",29488167,Potae Pongthorn,Huai Khwang,13.79027,100.57494,Entire home/apt,8111,1,66,2022-12-21,1.34,9,297,20,2022.0,12,Very High (271-365 days)
6152,29752232,NBH.@ Prannok#2,164373706,Nipon,Bangkok Noi,13.75364,100.47166,Private room,620,2,9,2022-12-05,0.19,2,362,4,2022.0,12,Very High (271-365 days)
6153,29752694,Clean private room★WIFI★BTS skytrain BITEC Bangna,67901237,Patsina,Bang Na,13.66405,100.60324,Entire home/apt,1100,5,78,2022-12-24,1.55,6,144,17,2022.0,12,Moderat (91-180 days)
6157,29967952,ONLY 10 min walk BTS Ari station/ BAANNUENG @ari5,183921210,First,Phaya Thai,13.78078,100.53967,Private room,1414,1,28,2022-11-06,0.56,5,359,3,2022.0,11,Very High (271-365 days)
6158,29599813,☆Private Family Room☆ upto 6 w/ private Bath,216709072,Nimit,Vadhana,13.73451,100.56805,Hotel room,3720,1,62,2022-12-11,1.22,5,341,13,2022.0,12,Very High (271-365 days)
6159,29600326,☆Private Family Room☆ upto 6 w/ private Bath,216709072,Nimit,Vadhana,13.73448,100.56804,Hotel room,3720,1,57,2022-12-13,1.12,5,341,11,2022.0,12,Very High (271-365 days)
6161,29602118,"Baan Nornlen Residence, Room No.203 with balcony",7825375,Sutasinee,Sathon,13.71788,100.52921,Entire home/apt,1200,1,29,2022-11-10,0.58,9,169,5,2022.0,11,Moderat (91-180 days)
6166,29971533,Ente Space-China Town|Eat Drink Nap!!-world 3rd Fl,125100210,Nutthanee,Samphanthawong,13.73666,100.51131,Private room,590,1,20,2022-12-02,0.4,3,363,1,2022.0,12,Very High (271-365 days)
6167,29972783,Enter space-ChinaTown|Eat Drink Nap!!-S-Friend 3rd,125100210,Nutthanee,Samphanthawong,13.73879,100.51072,Private room,650,1,23,2022-12-03,0.46,3,331,3,2022.0,12,Very High (271-365 days)
6169,29975384,"Central, Spacious Ensuite Bedroom in Shared Condo",8228120,Neil,Khlong Toei,13.73707,100.55854,Private room,750,30,15,2022-12-14,0.34,2,330,4,2022.0,12,Very High (271-365 days)
6173,29764968,30% OFF Large Unit Bangkok Amazing Choice WiFi BTS,19266319,Alex,Phra Khanong,13.69949,100.60776,Entire home/apt,726,14,38,2022-12-13,0.76,36,291,7,2022.0,12,Very High (271-365 days)
6177,29994110,Cozy Studio in Ari,32047232,Mattaneeya,Phaya Thai,13.78069,100.54301,Entire home/apt,850,20,16,2022-09-10,0.33,2,304,2,2022.0,9,Very High (271-365 days)
6182,30257859,Sathorn Private Cosy Room near MRT Lumpini,227225439,Charlotte,Sathon,13.7198,100.54133,Entire home/apt,980,3,11,2022-12-25,0.23,1,304,3,2022.0,12,Very High (271-365 days)
6183,29771339,Fancy Sky Pool 【MRT Bang O】天际泳池•Piscina al Cielo,27919382,Nancy,Bang Phlat,13.80107,100.50671,Entire home/apt,400,120,6,2022-01-03,0.12,2,206,1,2022.0,1,High (181-270 days)
6188,30259203,"BaanArun, Bangkok NearMRT Itsaraphap/Private house",114982054,DrSettachai,Bangkok Yai,13.74416,100.48471,Private room,2390,1,21,2022-11-20,0.44,2,358,3,2022.0,11,Very High (271-365 days)
6190,29774689,New!YOLO Bkk Hotel IB&BI BTS-MRT-Boat l LOFT,18234321,Yue,Vadhana,13.74614,100.55986,Hotel room,6374,1,30,2022-09-28,0.6,13,342,1,2022.0,9,Very High (271-365 days)
6195,30006336,Eclectic Artistic 3 br Copper Bath,218562,Jesse,Vadhana,13.74106,100.58049,Entire home/apt,9071,1,26,2022-12-04,0.52,2,104,3,2022.0,12,Moderat (91-180 days)
6196,29791304,Cozy Living❤️in Bangkok 60m to MRT near chatuchank,40828516,Kittikorn,Bang Sue,13.80637,100.52854,Entire home/apt,1444,5,19,2022-12-17,0.4,1,249,4,2022.0,12,High (181-270 days)
6198,29792215,Lifeasoke小区50mtoMRT&AirportRail地铁机场快线走路50米freewifi,172820753,AliceGuo郭美,Huai Khwang,13.75045,100.56533,Entire home/apt,1000,30,7,2022-11-30,0.14,17,103,4,2022.0,11,Moderat (91-180 days)
6199,29794274,Feel At Home 1 Bedroom With Tons Of Street Food.,224147898,Sa & Cee,Bang Kho laen,13.70367,100.50376,Entire home/apt,1074,2,67,2022-12-28,1.34,1,319,15,2022.0,12,Very High (271-365 days)
6200,30259985,New Room / Pratunam / Airport Link / Swimming pool,227240004,Hyde Park,Ratchathewi,13.758228302001951,100.54369354248048,Private room,1599,1,27,2022-11-22,0.56,8,358,2,2022.0,11,Very High (271-365 days)
6201,30260317,Boutique room near Pratunam / Central World / Pool,227240004,Hyde Park,Ratchathewi,13.75872802734375,100.5439682006836,Private room,1599,1,3,2022-08-27,0.06,8,358,1,2022.0,8,Very High (271-365 days)
6203,30021305,"FITNESS,WIFI,Pool Geart Apartment near BTS! -mono2",128943709,Rain,Khlong Toei,13.70382,100.59377,Entire home/apt,1500,7,8,2022-10-20,0.16,26,138,1,2022.0,10,Moderat (91-180 days)
6204,30027283,Perfect Stay near Bumrungrad for 2 Bedroom 150SQM,215798558,Mint,Vadhana,13.74554,100.5525,Entire home/apt,1800,2,4,2022-04-16,0.08,7,67,1,2022.0,4,Low (0-90 days)
6205,30031535,Heart of BKK Great location to BTS 4BR  CBD,42594121,Gift,Parthum Wan,13.74273,100.54884,Private room,5691,1,7,2022-08-28,0.14,21,357,1,2022.0,8,Very High (271-365 days)
6211,30032647,4BR 10 Guest CBD Near BTS Ploenchit,42594121,Gift,Parthum Wan,13.74452,100.54918,Private room,5323,1,7,2022-05-03,0.14,21,356,1,2022.0,5,Very High (271-365 days)
6212,29805626,Very Close to Bamrungrad Hospital! 150SQM/2BR,215798558,Mint,Vadhana,13.7457,100.5528,Entire home/apt,1800,2,11,2022-09-08,0.23,7,28,7,2022.0,9,Low (0-90 days)
6213,30034466,"Nana Terminal 21, BTS/MRT Luxury 1BR Suite",225717091,Emmie,Vadhana,13.74389,100.5544,Entire home/apt,1700,1,70,2022-12-06,1.41,1,66,17,2022.0,12,Low (0-90 days)
6217,30266622,11 Bed for Mixed Dorm room by Comfy Bed Hostel,227310164,Chonlada,Phra Nakhon,13.75488,100.49776,Private room,392,1,40,2022-12-10,0.82,3,364,1,2022.0,12,Very High (271-365 days)
6221,30277690,La Locanda Homestay,227399994,Giulia,Pom Prap Sattru Phai,13.74266,100.51397,Entire home/apt,3943,2,60,2022-12-01,1.23,2,343,11,2022.0,12,Very High (271-365 days)
6224,30299415,Fabulous room near Suvanabhumi airport,20419071,Naraporn,Min Buri,13.78113,100.74966,Private room,450,1,4,2022-11-25,0.08,7,174,3,2022.0,11,Moderat (91-180 days)
6225,30299504,Lovely sweet room @Bussaba condo home near Airport,20419071,Naraporn,Min Buri,13.78191,100.74918,Private room,450,1,8,2022-12-13,0.18,7,262,6,2022.0,12,High (181-270 days)
6226,30299649,Homey Entire floor 3 Bedrooms@ Suvanabhumi Airport,20419071,Naraporn,Min Buri,13.78109,100.75024,Entire home/apt,1950,1,5,2022-12-20,0.1,7,149,2,2022.0,12,Moderat (91-180 days)
6230,29861303,曼谷市中心地铁汇狂站出口5分钟 曼谷最大火车夜市 代购按摩街 汇狂夜市 建兴酒家 华人必住民宿8,105689479,Taosiam,Huai Khwang,13.7808,100.57704,Private room,900,1,56,2022-11-15,1.14,34,41,1,2022.0,11,Low (0-90 days)
6237,30306520,[AnotherHaus]Tropical Green - BKKairport-HuaMaksta,52398651,Pai,Suanluang,13.73189,100.64791,Hotel room,1010,1,6,2022-10-04,0.12,6,349,2,2022.0,10,Very High (271-365 days)
6240,30311761,H9 Cozy-2Br.10Min.BTS Thonglor,227642041,Sara,Vadhana,13.73164,100.5808,Private room,2500,1,4,2022-02-06,0.08,1,302,1,2022.0,2,Very High (271-365 days)
6243,30312066,"Family n Group Ideal. 2BR. Spacious, 5 Min BTS",114934916,Klass,Sathon,13.72132,100.53207,Entire home/apt,3429,3,42,2022-12-20,0.86,6,144,10,2022.0,12,Moderat (91-180 days)
6245,30324561,U1: Urbitia/1BR/Downtown/BTS ThongLor/PoolGym/Wifi,164257223,Drew,Khlong Toei,13.72192,100.57612,Entire home/apt,1253,2,80,2022-12-14,1.62,7,64,26,2022.0,12,Low (0-90 days)
6246,30326060,Twin bed Private room @Downtown BTS station,1161904,Siam Journey,Ratchathewi,13.75444,100.53247,Private room,550,1,6,2022-12-09,0.13,3,349,2,2022.0,12,Very High (271-365 days)
6250,29862292,Brand New Condo & Top Facilities in Sukhumvit 11,224585755,Mag,Vadhana,13.74333,100.55534,Entire home/apt,2000,21,23,2022-10-21,0.46,1,346,5,2022.0,10,Very High (271-365 days)
